taxid	scientific_name	kegg
33069	Pseudomonas viridiflava	pvd
330734	Marinobacter psychrophilus	mpq
330779	Sulfolobus acidocaldarius DSM 639	sai
331636	Chlamydia psittaci 6BC	chp
331678	Chlorobium phaeobacteroides BS1	cpb
33169	Eremothecium gossypii	ago
33178	Aspergillus terreus	33178
33188	Uncinocarpus reesii	ure
33203	Purpureocillium lilacinum	plj
332101	Clostridium drakei	cdrk
332186	Shewanella xiamenensis	sxm
332411	Aquitalea magnusonii	amah
332949	Enterococcus silesiacus	ess
333962	Providencia heimbachae	phei
334390	Lactobacillus fermentum IFO 3956	lfe
33528	Gambusia affinis	gaf
336407	Rickettsia bellii RML369-C	rbe
337191	Gordonia sp. KTR9	gor
33888	Rathayibacter tritici	rtn
33889	Brevibacterium casei	bcau
33894	Mycobacterium tuberculosis variant africanum	maf
33903	Streptomyces avermitilis	sma
33905	Bifidobacterium thermophilum	btp
33935	Lysinibacillus macroides	lmac
33936	Aeribacillus pallidus	apak
33940	Geobacillus thermodenitrificans	gtn
33945	Enterococcus avium	eav
33959	Lactobacillus johnsonii	ljo
339670	Burkholderia ambifaria AMMD	bam
33968	Leuconostoc pseudomesenteroides	lpse
33990	Rickettsia bellii	rbe
33995	Komagataeibacter europaeus	keu
340	Xanthomonas campestris pv. campestris	xcc
340021	Thalassobius mediterraneus	tmd
34004	Paracoccus aminovorans	pamn
340170	Spathaspora passalidarum	spaa
340345	Actinoalloteichus hymeniacidonis	ahm
34061	Moraxella cuniculi	mcun
34062	Moraxella osloensis	mos
34085	Riemerella anatipestifer	ran
342113	Burkholderia oklahomensis	bok
342949	Pyrococcus sp. NA2	pyn
343691	Hermetia illucens	his
34373	Blumeria graminis	34373
343874	Empedobacter falsenii	efal
344609	Shigella boydii CDC 3083-94	sbc
345219	Bacillus coagulans 36D1	bag
345341	Kutzneria sp. 744	345341
345632	Geobacter pickeringii	gpi
34632	Rhipicephalus sanguineus	rsan
3469	Papaver somniferum	psom
347257	Mycoplasma agalactiae PG2	maa
347834	Rhizobium etli CFN 42	ret
3483	Cannabis sativa	3483
349064	Thalassotalea agarivorans	349064
349102	Rhodobacter sphaeroides ATCC 17025	rsq
349106	Psychrobacter sp. PRwf-1	prw
349215	Micavibrio aeruginosavorus EPB	man
3494	Ficus carica	3494
349520	Paenibacillus polymyxa E681	ppy
35128	Thalassiosira pseudonana	tps
351671	Xenorhabdus doucetiae	xdo
351679	Xenorhabdus hominickii	xho
351746	Pseudomonas putida F1	ppf
353496	Lactobacillus delbrueckii subsp. bulgaricus 2038	ldl
354242	Campylobacter jejuni subsp. jejuni 81-176	cjj
35525	Daphnia magna	dmk
35570	Stomoxys calcitrans	scac
35608	Artemisia annua	35608
3562	Spinacia oleracea	soe
35623	Acholeplasma oculi	aoc
35703	Citrobacter amalonaticus	cama
35743	Halorubrum sodomense	hss
35754	Dactylosporangium aurantiacum	daur
35755	Corynebacterium kutscheri	cku
35760	Bifidobacterium choerinum	bcho
357808	Roseiflexus sp. RS-1	rrs
35806	Rhodovulum sulfidophilum	rsu
35814	Bordetella holmesii	bho
35818	Helicobacter pullorum	hpul
358220	Acidovorax sp. KKS102	ack
35885	Ipomoea triloba	itr
359	Agrobacterium rhizogenes	aro
359391	Brucella abortus 2308	bmf
360094	Xanthomonas oryzae pv. oryzae PXO99A	xop
360104	Campylobacter concisus 13826	cco
360106	Campylobacter fetus subsp. fetus 82-40	cff
36033	Vanderwaltozyma polyspora	vpo
360911	Exiguobacterium sp. AT1b	eat
361101	Streptococcus pseudoporcinus	spsu
361183	Altererythrobacter epoxidivorans	aep
362257	Streptomyces vietnamensis	svt
362837	Spiroplasma cantharicola	scj
362948	Lactobacillus salivarius UCC118	lsl
362976	Haloquadratum walsbyi DSM 16790	hwa
363253	Lawsonia intracellularis PHE/MN1-00	lip
36329	Plasmodium falciparum 3D7	pfa
3635	Gossypium hirsutum	ghi
3641	Theobroma cacao	tcc
3649	Carica papaya	cpap
3654	Citrullus lanatus	3654
3656	Cucumis melo	cmo
3659	Cucumis sativus	csv
36651	Penicillium digitatum	pdp
366602	Caulobacter sp. K31	cak
36745	Clostridium saccharoperbutylacetonicum	csr
367477	Microbacterium sp. XT11	mix
367928	Bifidobacterium adolescentis ATCC 15703	bad
36805	Microbacterium aurum	maur
36807	Microbacterium laevaniformans	36807
36818	Streptomyces subrutilus	ssub
36841	Terrisporobacter glycolicus	tgc
36870	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	wbr
36874	Porphyromonas cangingivalis	pcag
36914	Lodderomyces elongisporus	lel
3694	Populus trichocarpa	pop
37001	Glossina brevipalpis	wbr
37003	Kryptolebias marmoratus	kmr
3702	Arabidopsis thaliana	ath
370622	Aureimonas altamirensis	aalm
3708	Brassica napus	bna
3711	Brassica rapa	brp
3712	Brassica oleracea	boe
372461	Buchnera aphidicola BCc	bcc
373153	Streptococcus pneumoniae D39	spd
37332	Nocardia seriolae	nsr
37372	Helicobacter bilis	hbl
373994	Rivularia sp. PCC 7116	riv
374981	Synechococcus sp. PCC 7003	syl
375	Bradyrhizobium japonicum	bju
3750	Malus domestica	mdm
375286	Janthinobacterium sp. Marseille	mms
3755	Prunus dulcis	pdul
376	Bradyrhizobium sp.	bra
3760	Prunus persica	pper
376489	Halotalea alkalilenta	haa
37653	Octopus bimaculoides	obi
376619	Francisella tularensis subsp. holarctica LVS	ftl
376620	Gluconobacter japonicus	376620
376686	Flavobacterium johnsoniae UW101	fjo
37682	Aegilops tauschii	ats
37692	Candidatus Phytoplasma mali	pml
37727	Talaromyces marneffei	tmf
379097	Vibrio sinaloensis	vsi
37919	Rhodococcus opacus	rop
37923	Rothia kristinae	rkr
37927	Sinomonas atrocyanea	satk
37928	Arthrobacter crystallopoietes	acry
379731	Pseudomonas stutzeri A1501	psa
38026	Methanolobus vulcani	38026
380394	Acidithiobacillus ferrooxidans ATCC 53993	afe
380703	Aeromonas hydrophila subsp. hydrophila ATCC 7966	aha
380749	Hydrogenobaculum sp. Y04AAS1	hya
381	Mesorhizobium loti	mln
381046	Lachancea thermotolerans	lth
3818	Arachis hypogaea	ahf
382	Sinorhizobium meliloti	sme
3821	Cajanus cajan	ccaj
382245	Aeromonas salmonicida subsp. salmonicida A449	asa
382640	Bartonella tribocorum CIP 105476	btr
3827	Cicer arietinum	cam
38300	Streptomyces pristinaespiralis	spri
38301	Corynebacterium minutissimum	cmin
38313	Shewanella algae	salg
38323	Bartonella henselae	bhe
383407	Xanthomonas oryzae pv. oryzicola BLS256	xor
3847	Glycine max	gmx
385025	Cycloclasticus sp. P1	cyq
38626	Phascolarctos cinereus	pcw
38654	Alligator sinensis	asn
387092	Nitratiruptor sp. SB155-2	nis
387093	Sulfurovum sp. NBC37-1	sun
3871	Lupinus angustifolius	lang
38727	Panicum virgatum	pvir
387344	Lactobacillus brevis ATCC 367	lbr
387662	Candidatus Carsonella ruddii PV	crp
3880	Medicago truncatula	mtr
38833	Micromonas pusilla	mpp
3885	Phaseolus vulgaris	pvu
3888	Pisum sativum	psat
389348	Candidatus Protochlamydia naegleriophila	pnl
390235	Pseudomonas putida W619	ppw
390874	Thermotoga petrophila RKU-1	tpt
390989	Actinocatenispora sera	aser
391008	Stenotrophomonas maltophilia R551-3	smt
391036	Ehrlichia sp. HF	ehh
391165	Granulibacter bethesdensis CGDNIH1	gbe
391180	Enhydra lutris kenyoni	elk
391295	Streptococcus suis 05ZYH33	ssu
3914	Vigna angularis	var
391619	Phaeobacter inhibens DSM 17395	pga
391896	Rickettsia bellii OSU 85-389	rbo
391953	Aquincola tertiaricarbonis	ater
393283	Pestalotiopsis fici	pfy
393305	Yersinia enterocolitica subsp. enterocolitica 8081	yen
393921	Porphyromonas crevioricanis	pcre
394	Sinorhizobium fredii NGR234	rhi
39416	Tuber melanosporum	tml
39432	Saimiri boliviensis boliviensis	sbq
39488	Anaerobutyricum hallii	ehl
39490	Eubacterium ramulus	39490
394935	Chromobacterium haemolyticum	chae
394958	Clostridium taeniosporum	ctae
395019	Burkholderia multivorans ATCC 17616	bmj
395492	Rhizobium leguminosarum bv. trifolii WSM2304	rlt
395961	Cyanothece sp. PCC 7425	cyn
396	Rhizobium phaseoli	rpha
396595	Thioalkalivibrio sp. K90mix	tkm
39691	Mycolicibacterium moriokaense	mmor
39777	Veillonella atypica	vat
39778	Veillonella dispar	vdn
39791	Corynebacterium glucuronolyticum	cglu
3983	Manihot esculenta	mesc
398694	Mycobacterium shinjukuense	mshj
3988	Ricinus communis	rcu
399497	Tessaracoccus flavescens	tfa
39950	Dialister pneumosintes	dpn
399549	Metallosphaera sedula DSM 5348	mse
399739	Pseudomonas mendocina ymp	pmy
399742	Enterobacter sp. 638	ent
400092	Pontibacter korlensis	pko
40041	Streptococcus equi subsp. zooepidemicus	sez
4006	Linum usitatissimum	4006
400667	Acinetobacter baumannii ATCC 17978	acb
400668	Marinomonas sp. MWYL1	mmw
400682	Amphimedon queenslandica	aqu
400727	Pomacea canaliculata	pcan
40127	Neurospora tetrasperma	nte
401472	Corynebacterium ureicelerivorans	cuv
401473	Bifidobacterium dentium Bd1	bde
40215	Acinetobacter junii	ajn
40216	Acinetobacter radioresistens	arj
402384	Halobacillus mangrovi	hmn
402612	Flavobacterium psychrophilum JIP02/86	fps
402626	Ralstonia pickettii 12J	rpi
402880	Methanococcus maripaludis C5	mmq
40318	Streptomyces nodosus	snq
40373	Acinetobacter sp. CIP-A165	40373
403957	Virgibacillus sp. SK37	vir
404589	Anaeromyxobacter sp. Fw109-5	afw
40480	Mycoplasma capricolum subsp. capripneumoniae	mcac
40492	Stereum hirsutum	shs
404941	Mycobacteroides salmoniphilum	msal
405566	Lactobacillus helveticus DPC 4571	lhe
40559	Botrytis cinerea	bfu
406020	Thiomicrospira microaerophila	tmh
406552	Natrinema sp. J7-2	nat
406817	Xenorhabdus nematophila ATCC 19061	xne
406818	Xenorhabdus bovienii SS-2004	xbo
406984	Chlamydia pneumoniae LPCoLN	clp
407020	Sphingobium sp. MI1205	spmi
407035	Salinicoccus halodurans	shv
4072	Capsicum annuum	cann
40754	Thioploca ingrica	tig
408015	Streptomyces xiamenensis	sxi
4081	Solanum lycopersicum	sly
4096	Nicotiana sylvestris	nsy
4097	Nicotiana tabacum	nta
4098	Nicotiana tomentosiformis	nto
410072	Coprococcus comes	ccom
4113	Solanum tuberosum	sot
411483	Faecalibacterium prausnitzii A2-165	fpra
412690	Microterricola viridarii	mvd
41447	Seriola dumerili	sdu
414778	Planococcus donghaensis	pdg
414996	Actinopolyspora erythraea	aey
4155	Erythranthe guttata	egt
416169	Rhodanobacter thiooxydans	rth
416870	Lactococcus lactis subsp. cremoris MG1363	llm
4182	Sesamum indicum	sind
41875	Bathycoccus prasinos	bpg
419947	Mycobacterium tuberculosis H37Ra	mra
420890	Lactococcus garvieae Lg2	lgv
420953	Paraburkholderia megapolitana	pmeg
42100	Phocoena sinus	psiu
42156	Litomosoides sigmodontis	wel
42157	Onchocerca ochengi	woo
42229	Prunus avium	pavi
42253	Nitrospira moscoviensis	nmv
42254	Sorex araneus	sara
42256	Rubrobacter radiotolerans	rrd
4232	Helianthus annuus	han
42345	Phoenix dactylifera	pda
4236	Lactuca sativa	lsv
42374	Candida dubliniensis	cdu
426114	Thiomonas arsenitoxydans	thi
426117	Methylobacterium sp. 4-46	met
426368	Methanococcus maripaludis C7	mmz
428406	Ralstonia pickettii 12D	rpf
430522	Pedobacter steynii	psty
431241	Trichoderma reesei QM6a	tre
43146	Rhopalosiphum maidis	rmd
431943	Clostridium kluyveri DSM 555	ckl
431947	Porphyromonas gingivalis ATCC 33277	pgn
432096	Kazachstania africana	kaf
43263	Pseudomonas alcaligenes	palc
43335	Populus alba	palz
43348	Mycobacterium branderi	mbrd
435	Acetobacter aceti	aace
435897	Lysobacter capsici	lcp
436114	Sulfurihydrogenibium sp. YO3AOP1	sul
436515	Variovorax boronicumulans	vbo
43657	Pseudoalteromonas luteoviolacea	plz
43658	Pseudoalteromonas rubra	prr
43662	Pseudoalteromonas piscicida	ppis
43700	Monopterus albus	malb
43759	Streptomyces wedmorensis	43759
43767	Rhodococcus hoagii	req
43769	Corynebacterium propinquum	cprp
43770	Corynebacterium striatum	cstr
437897	Megamonas funiformis	mfun
437900	Pseudomonas marincola	pmao
439375	Ochrobactrum anthropi ATCC 49188	oan
44008	Enterococcus cecorum	ecec
44056	Aureococcus anophagefferens	aaf
441209	Rhodobaca barguzinensis	rbg
441894	Struthio camelus australis	scam
44251	Paenibacillus durus	pdu
442563	Bifidobacterium animalis subsp. lactis AD011	bla
443143	Geobacter sp. M18	geb
443144	Geobacter sp. M21	gem
4432	Nelumbo nucifera	nnu
44394	Zonotrichia albicollis	zab
444103	Streptomyces sp. CNQ-509	strc
444158	Methanococcus maripaludis C6	mmx
444444	Chelatococcus daeguensis	cdq
444597	Mycolicibacterium insubricum	mij
445576	Pseudonocardia sp. AL041005-10	psea
445709	Pandoraea thiooxydans	ptx
445710	Dyella thiooxydans	dtx
44574	Nitrosomonas communis	nco
44577	Nitrosomonas ureae	nur
446860	Kocuria flava	kfv
44689	Dictyostelium discoideum	ddi
44742	Desulfovibrio fairfieldensis	dfi
448385	Sorangium cellulosum So ce56	scl
449	Legionella hackeliae	lha
450378	Croceicoccus marinus	cman
45056	Legionella adelaidensis	ladl
45065	Legionella geestiana	lgt
45067	Legionella lansingensis	llg
451	Tatlockia micdadei	tmc
4513	Hordeum vulgare	4513
45130	Bipolaris sorokiniana	bsc
45157	Cyanidioschyzon merolae	cme
452	Legionella spiritensis	lss
45243	Capnocytophaga haemolytica	chg
45285	Eremothecium cymbalariae	erc
4530	Oryza sativa	osa
4533	Oryza brachyantha	obr
453304	Agromyces aureus	agy
45351	Nematostella vectensis	nve
454	Legionella israelensis	lib
454171	Chthonomonas calidirosea	ccz
455432	Nocardia terpenica	ntp
4555	Setaria italica	sita
4556	Setaria viridis	svs
4558	Sorghum bicolor	sbi
456	Legionella jordanis	ljr
45610	Psychrobacter urativorans	pur
45634	Streptococcus cristatus	soi
4565	Triticum aestivum	taes
45658	Vibrio scophthalmi	vsc
4572	Triticum urartu	tua
457405	Fusobacterium nucleatum subsp. animalis 7_1	fne
4577	Zea mays	zma
45851	Butyrivibrio crossotus	bcro
45972	Staphylococcus pasteuri	spas
459858	Mycobacterium noviomagense	mnv
46234	Anabaena sp. 90	anb
46256	Weissella hellenica	whe
463014	Bordetella flabilis	bfz
463025	Bordetella bronchialis	bbro
463040	Bordetella genomosp. 13	bgm
464	Fluoribacter gormanii	464
4641	Musa acuminata	mus
46429	Sphingobium chlorophenolicum	sch
46503	Parabacteroides merdae	pmer
46506	Bacteroides stercoris	bste
465541	Streptomyces sp. Mg1	strm
465721	Steroidobacter denitrificans	sdf
46680	Pseudomonas nitroreducens	46680
46681	Entamoeba dispar	edi
46731	Pocillopora damicornis	pdam
4686	Asparagus officinalis	aof
469008	Escherichia coli BL21(DE3)	ebl
469604	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	fnc
470	Acinetobacter baumannii	acb
470934	Pantoea vagans	pva
471	Acinetobacter calcoaceticus	Acinetobacter
471223	Geobacillus sp. WCH70	gwc
471514	Alicyclobacillus ferrooxydans	afx
47312	Tsukamurella pulmonis	tpul
47427	Armillaria gallica	47427
47466	Borrelia miyamotoi	bmo
475375	Francisella sp. MA067296	frm
476	Moraxella bovis	mboi
47678	Bacteroides caccae	bcac
47715	Lactobacillus rhamnosus	lra
47716	Streptomyces olivaceus	47716
47763	Streptomyces lydicus	sld
477641	Modestobacter marinus	mmar
477680	Filimonas lacunae	fln
47770	Lactobacillus crispatus	lcr
478	Moraxella nonliquefaciens	mnn
47853	Micromonospora carbonacea	mcab
4787	Phytophthora infestans	pif
47879	Pseudomonas corrugata	pcg
47884	Pseudomonas taetrolens	ptae
47885	Pseudomonas oryzihabitans	por
47917	Serratia fonticola	sfw
47969	Oreochromis aureus	oau
48	Archangium gephyra	age
48003	Mycoplasma pullorum	mpul
480418	Mycobacterium lepromatosis	mlm
481146	Acetobacter ascendens	aasc
481743	Paenibacillus sp. Y412MC10	gym
481805	Escherichia coli ATCC 8739	ecl
483545	Thermobifida halotolerans	thao
483547	Geoalkalibacter subterraneus	gsb
483937	Paenibacillus riograndensis	pri
484	Neisseria flavescens	nfv
484022	Francisella philomiragia subsp. philomiragia ATCC 25017	fph
484429	Sphingobium sp. YBL2	syb
484770	Pelosinus sp. UFO1	puf
486	Neisseria lactamica	nla
48664	Xanthomonas fragariae	xfr
48698	Poecilia formosa	pfor
48699	Poecilia latipinna	plai
48701	Poecilia mexicana	pmei
487316	Acinetobacter soli	asol
487521	Mycobacterium intracellulare ATCC 13950	mia
487909	Xanthomonas translucens pv. undulosa	xtn
48883	Geospiza fortis	gfr
4896	Schizosaccharomyces pombe	spo
489910	Nosocomiicoccus ampullae	namp
490	Neisseria sicca	nsc
4909	Pichia kudriavzevii	pkz
491916	Rhizobium etli CIAT 652	rec
4924	Scheffersomyces stipitis	pic
4929	Meyerozyma guilliermondii	pgu
493	Neisseria canis	nci
4932	Saccharomyces cerevisiae	sce
49390	Coffea canephora	49390
49451	Nicotiana attenuata	nau
4950	Torulaspora delbrueckii	tdl
4952	Yarrowia lipolytica	yli
4956	Zygosaccharomyces rouxii	zro
4959	Debaryomyces hansenii	dha
499555	Dietzia timorensis	dtm
5007	Brettanomyces bruxellensis	bbrx
5017	Bipolaris zeicola	bze
5022	Leptosphaeria maculans	Leptosphaeria
502558	Eggerthella sp. YY7918	eyy
502779	Paracoccidioides lutzii Pb01	pbl
504	Kingella kingae	kki
50402	Charadrius vociferus	cvf
50429	Stylophora pistillata	spis
504474	Corynebacterium urealyticum DSM 7109	cur
504728	Meiothermus ruber DSM 1279	mrb
5057	Aspergillus clavatus	act
5059	Aspergillus flavus	afv
5061	Aspergillus niger	ang
5062	Aspergillus oryzae	aor
507626	Halomonas chromatireducens	hco
5078	Penicillium griseofulvum	5078
51031	Necator americanus	nai
511	Alcaligenes faecalis	afa
511062	Oceanimonas sp. GK1	oce
5111	Claviceps purpurea	5111
51240	Juglans regia	jre
5127	Fusarium fujikuroi	Fusarium
512763	Rufibacter tibetensis	rti
51338	Castor canadensis	ccan
5141	Neurospora crassa	ncr
5145	Podospora anserina	pan
51453	Trichoderma reesei	tre
5147	Sordaria macrospora	smp
516051	Muricauda lutaonensis	mlt
51663	Pediococcus damnosus	pdm
5180	Sclerotinia sclerotiorum	ssl
518766	Rhodothermus marinus DSM 4252	rmr
519472	Vagococcus teuberi	vte
52	Chondromyces crocatus	ccro
5207	Cryptococcus neoformans	Cryptococcus
521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	aac
5217	Tremella mesenterica	tms
522373	Stenotrophomonas maltophilia K279a	sml
523844	Methanosarcina thermophila TM-1	mthr
52644	Haliaeetus leucocephalus	hle
52670	Austrofundulus limnaeus	alim
52694	Acetobacterium wieringae	awi
5270	Ustilago maydis	uma
52773	Schaalia meyeri	amy
528191	Paenibacillus xylanexedens	pxl
528244	Azospirillum thiophilum	ati
529507	Proteus mirabilis HI4320	pmr
5297	Puccinia graminis	pgr
530584	Prauserella marina	pmad
531844	Flavobacteriaceae bacterium 3519-10	fba
5334	Schizophyllum commune	scm
53345	Enterococcus durans	edu
53346	Enterococcus mundtii	emu
53406	Pseudomonas anguilliseptica	53406
53408	Pseudomonas citronellolis	pcq
5341	Agaricus bisporus	abp
5346	Coprinopsis cinerea	cci
53485	Pyrenophora teres	pte
53501	Thalassobius gelatinovorus	tgl
535712	Candidatus Rhodoluna planktonica	rpla
537971	Helicobacter cinaedi CCUG 18818	hcb
538381	Stappia indica	siw
539	Eikenella corrodens	ecor
53952	Thermococcus peptonophilus	tpep
54005	Peptoniphilus harei	phar
540747	Roseovarius indicus	rid
54262	Thermococcus chitonophagus	tch
54291	Raoultella ornithinolytica	ror
543639	Dermacentor silvarum	dsv
543728	Variovorax paradoxus S110	vap
544580	Actinomyces oris	aos
547144	Hydrogenobaculum sp. HO	hho
5476	Candida albicans	cal
5478	Candida glabrata	cgr
548	Klebsiella aerogenes	eae
5480	Candida parapsilosis	5480
5482	Candida tropicalis	ctp
549	Pantoea agglomerans	Pantoea
54911	Brevibacillus choshinensis	bchs
5501	Coccidioides immitis	cim
5507	Fusarium oxysporum	Fusarium
551115	'Nostoc azollae' 0708	naz
5514	Fusarium sporotrichioides	5514
5518	Fusarium graminearum	fgr
55188	Citrus unshiu	55188
551996	Mucilaginibacter gossypii	mgos
552467	Cryptococcus gattii	Cryptococcus
552531	Bifidobacterium animalis subsp. lactis BB-12	bbb
553239	Vibrio breoganii	vbr
553510	Streptomyces gilvosporeus	sgv
553611	Photobacterium leiognathi	553611
5539	Scytalidium lignicola	5539
554065	Chlorella variabilis	cvr
55513	Pistacia vera	pvy
555217	Zymomonas mobilis subsp. mobilis ATCC 10988	zmm
55529	Guillardia theta	gtt
55601	Vibrio anguillarum	van
556325	Neomicrococcus aestuarii	nae
55661	Cuculus canorus	cuca
557436	Lactobacillus reuteri DSM 20016	lre
557599	Mycobacterium kansasii ATCC 12478	mkn
557723	Glaesserella parasuis SH0165	hap
55802	Thermococcus barophilus	tba
558152	Chryseobacterium piperi	cpip
55952	Streptomyces toyocaensis	55952
5599	Alternaria alternata	Alternaria
560555	Mycobacterium mantenii	mman
561061	Sphingobacterium psychroaquaticum	spsc
561184	Mameliella alba	malu
561230	Pectobacterium carotovorum subsp. carotovorum PC1	pct
5627	Grifola frondosa	5627
56458	Xanthomonas sacchari	xsa
56459	Xanthomonas vasicola	xva
56460	Xanthomonas vesicatoria	xve
565033	Geoglobus acetivorans	gac
565034	Brachyspira hyodysenteriae WA1	bhy
5660	Leishmania braziliensis	Leishmania
5664	Leishmania major	lma
56689	Mycolicibacterium mucogenicum	mmuc
5671	Leishmania infantum	lif
56716	Cottoperca gobio	cgob
56730	Rhizobium gallicum	rga
5679	Leishmania panamensis	lpan
568076	Metarhizium robertsii	maj
568706	Bordetella pertussis 18323	bper
569	Hafnia alvei	hav
5691	Trypanosoma brucei	tbr
5693	Trypanosoma cruzi	tcr
56956	Thermus brockianus	tbc
570417	Wolbachia endosymbiont of Culex quinquefasciatus Pel	wpi
571	Klebsiella oxytoca	kok
571913	Luteipulveratus mongoliensis	lmoi
571915	Corynebacterium mustelae	cmv
5722	Trichomonas vaginalis	tva
573	Klebsiella pneumoniae	kpn
573501	Leeuwenhoekiella palythoae	lpal
573570	Francisella uliginis	frx
573658	Candidatus Hodgkinia cicadicola	hci
5759	Entamoeba histolytica	ehi
5762	Naegleria gruberi	ngr
576611	Polynucleobacter asymbioticus	pnu
57704	Tsukamurella tyrosinosolvens	tsm
5786	Dictyostelium purpureum	dpp
579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	zmp
57918	Fragaria vesca	fve
580327	Thermoanaerobacterium thermosaccharolyticum DSM 571	ttm
58049	Colwellia sp. MT41	com
5811	Toxoplasma gondii	tgo
582	Morganella morganii	mmk
5821	Plasmodium berghei	pbe
582419	Thermococcus paralvinellae	ths
5825	Plasmodium chabaudi	pcb
5827	Plasmodium cynomolgi	pcy
582702	Rhodanobacter glycinis	rgl
582899	Hyphomicrobium denitrificans ATCC 51888	hdn
5833	Plasmodium falciparum	pfa
58346	Streptomyces platensis	spla
584	Proteus mirabilis	pmr
585	Proteus vulgaris	pvg
5850	Plasmodium knowlesi	pkn
585423	Synechococcus sp. KORDI-49	synr
585425	Synechococcus sp. KORDI-52	synd
5855	Plasmodium vivax	pvx
5860	Plasmodium vinckei	pvv
586416	Terribacillus aidingensis	taid
5865	Babesia bovis	bbo
5866	Babesia bigemina	bbig
587	Providencia rettgeri	prg
5874	Theileria annulata	tan
5875	Theileria parva	tpv
587753	Pseudomonas chlororaphis	pch
588	Providencia stuartii	psi
588726	Kazachstania naganishii	kng
5888	Paramecium tetraurelia	ptm
588898	Haloterrigena daqingensis	hda
588932	Brevundimonas naejangsanensis	bne
589873	Alteromonas australica	aal
5911	Tetrahymena thermophila	tet
591936	Piliocolobus tephrosceles	pteh
592316	Pantoea sp. At-9b	pao
59463	Myotis lucifugus	mlf
594679	Allofrancisella guangzhouensis	fgu
59479	Rhinolophus ferrumequinum	rfq
59505	Actinotignum schaalii	asg
595537	Variovorax paradoxus EPS	vpe
596153	Alicycliphilus denitrificans BC	adn
596154	Alicycliphilus denitrificans K601	adk
59689	Arabidopsis lyrata	aly
59729	Taeniopygia guttata	tgu
597362	Agaricus bisporus var. burnettii JB137-S8	abp
59748	Candidatus Phytoplasma australiense	pal
59814	Pantoea dispersa	pdis
59894	Ficedula albicollis	fab
59895	Cynara cardunculus var. scolymus	ccav
60137	Sulfitobacter pontiacus	spot
60711	Chlorocebus sabaeus	csab
6087	Hydra vulgaris	hmg
610380	Harpegnathos saltator	hst
61221	Varanus komodoensis	vko
614	Serratia liquefaciens	slq
61621	Rhinopithecus bieti	rbb
61622	Rhinopithecus roxellana	rro
61646	Lelliottia amnigena	laz
61647	Pluralibacter gergoviae	pge
61648	Kluyvera intermedia	kie
61652	Serratia rubidaea	srz
616991	Arenibacter algicola	aalg
6183	Schistosoma mansoni	smm
6185	Schistosoma haematobium	shx
61853	Nomascus leucogenys	nle
6192	Fasciola hepatica	6192
6198	Opisthorchis viverrini	ovi
6210	Echinococcus granulosus	Echinococcus
6238	Caenorhabditis briggsae	cbr
6239	Caenorhabditis elegans	cel
6253	Ascaris suum	6253
626418	Burkholderia glumae BGR1	bgl
626937	Christensenella minuta	cmiu
627192	Sphingobium sp. SYK-6	ssy
6279	Brugia malayi	bmy
6280	Brugia pahangi	web
631	Yersinia intermedia	yin
63186	Zobellia galactanivorans	zga
632772	Rhodococcus opacus B4	rop
633	Yersinia pseudotuberculosis	yps
6334	Trichinella spiralis	tsp
633807	Vagococcus penaei	vpi
634113	Candidatus Arsenophonus lipoptenae	asy
634176	Aggregatibacter aphrophilus NJ8700	aap
634452	Acetobacter pasteurianus IFO 3283-01	apt
634497	Haloarcula hispanica ATCC 33960	hhi
634499	Erwinia pyrifoliae Ep1/96	epy
63459	Chenopodium quinoa	cqi
636	Edwardsiella tarda	etr
637389	Acidithiobacillus caldus ATCC 51756	acz
640510	Burkholderia sp. CCGE1001	bug
640512	Burkholderia sp. CCGE1003	bgf
64091	Halobacterium salinarum NRC-1	hal
6412	Helobdella robusta	hro
64176	Podarcis muralis	pmua
643674	Paenalcaligenes hominis	phn
644281	Methanocaldococcus sp. FS406-22	mfs
64471	Synechococcus sp. CC9311	syg
646	Aeromonas sobria	646
648794	Aeromonas rivuli	ariv
649756	Anaerostipes hadrus	bprl
649831	Actinoplanes sp. N902-109	actn
650	Aeromonas jandaei	ajd
65058	Corynebacterium ulcerans	cul
65093	Halothece sp. PCC 7418	hao
651561	Chryseobacterium arthrosphaerae	carh
652	Aeromonas schubertii	asr
652103	Rhodopseudomonas palustris DX-1	rpx
6526	Biomphalaria glabrata	bgt
654	Aeromonas veronii	avr
655015	Methylocystis bryophila	mbry
656178	Pandoraea vervacti	pve
656179	Pandoraea faecigallinarum	pfg
656366	Arthrobacter alpinus	aaq
656519	Halanaerobium hydrogeniformans	has
65700	Erwinia tracheiphila	etp
6573	Mizuhopecten yessoensis	myi
657322	Faecalibacterium prausnitzii SL3/3	fpa
657323	Ruminococcus sp. SR1/5	rum
66084	Wolbachia sp. wRi	wri
66269	Pantoea stewartii	pstw
663	Vibrio alginolyticus	vag
66420	Papilio xuthus	pxu
665029	Erwinia amylovora CFBP1430	eam
665571	Spirochaeta thermophila DSM 6192	sta
666685	Rhodanobacter denitrificans	rhd
666686	Bacillus sp. 1NLA3E	baci
6669	Daphnia pulex	dpx
6689	Penaeus vannamei	pvm
